2015-12-26T14:56:47.1778130Z	Type=Information     	ID=1180    	[01d13feda308f40188389000.eml:Outbound/default:WIN-SCOF9BOCHV8UCeG00000001@WIN-SCOF9BOCHV8] Start message processing. Message details: 
2015-12-26T14:56:47.1778130Z	Type=Information     	ID=1180    	  Sender=[sender@swaks.ex2013.egress-test.com] 
2015-12-26T09:33:22.2917613Z	Type=Start           	ID=29902   	[esdxgateway] started. Details: [ 
2015-12-26T09:33:22.2917613Z	Type=Start           	ID=29902   	  GatewayWebService => disabled 
2015-12-26T09:33:22.2917613Z	Type=Start           	ID=29902   	  GatewayListener (4.50.14617.0) => started 
2015-12-26T09:33:22.2917613Z	Type=Start           	ID=29902   	  GatewayScheduler (4.50.14617.0) => started 
2015-12-26T09:33:22.2917613Z	Type=Start           	ID=29902   	]
2015-12-26T09:34:28.0577614Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=8; freeC="31216/61.1%"; freeRamMB=3554; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 09:34:27 GMT"; version="4.50.14617.0"; wsetKB=45728]
2015-12-26T09:34:28.0577615Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T10:04:28.5767616Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30984/60.6%"; freeRamMB=3550; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 09:34:27 GMT"; version="4.50.14617.0"; wsetKB=46264]
2015-12-26T10:04:28.5767617Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T10:34:29.0957618Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30976/60.6%"; freeRamMB=3479; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 09:34:27 GMT"; version="4.50.14617.0"; wsetKB=46176]
2015-12-26T10:34:29.0957619Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T11:04:29.6157620Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30976/60.6%"; freeRamMB=3330; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 09:34:27 GMT"; version="4.50.14617.0"; wsetKB=46288]
2015-12-26T11:04:29.6157621Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T11:04:49.9755055Z	Type=Information     	ID=29904   	[esdxgateway]. Configuration changes detected.
2015-12-26T11:04:50.1317622Z	Type=Stop            	ID=29906   	[esdxgateway]. All modules stopped.
2015-12-26T11:04:50.1935056Z	Type=Information     	ID=29905   	[esdxgateway]. Re-initializing service
2015-12-26T11:04:51.8811966Z	Type=Start           	ID=29902   	[esdxgateway] started. Details: [ 
2015-12-26T11:04:51.8811966Z	Type=Start           	ID=29902   	  GatewayWebService => disabled 
2015-12-26T11:04:51.8811966Z	Type=Start           	ID=29902   	  GatewayListener (4.50.14617.0) => started 
2015-12-26T11:04:51.8811966Z	Type=Start           	ID=29902   	  GatewayScheduler (4.50.14617.0) => started 
2015-12-26T11:04:51.8811966Z	Type=Start           	ID=29902   	]
2015-12-26T11:05:52.5371967Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=6; freeC="30975/60.6%"; freeRamMB=3253; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 11:05:51 GMT"; version="4.50.14617.0"; wsetKB=51128]
2015-12-26T11:05:52.5371968Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T11:06:29.0225057Z	Type=Information     	ID=29904   	[esdxgateway]. Configuration changes detected.
2015-12-26T11:06:29.0371969Z	Type=Stop            	ID=29906   	[esdxgateway]. All modules stopped.
2015-12-26T11:06:29.2875058Z	Type=Information     	ID=29905   	[esdxgateway]. Re-initializing service
2015-12-26T11:06:30.9282251Z	Type=Start           	ID=29902   	[esdxgateway] started. Details: [ 
2015-12-26T11:06:30.9282251Z	Type=Start           	ID=29902   	  GatewayWebService => disabled 
2015-12-26T11:06:30.9282251Z	Type=Start           	ID=29902   	  GatewayListener (4.50.14617.0) => started 
2015-12-26T11:06:30.9282251Z	Type=Start           	ID=29902   	  GatewayScheduler (4.50.14617.0) => started 
2015-12-26T11:06:30.9282251Z	Type=Start           	ID=29902   	]
2015-12-26T11:07:31.8812252Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=3; freeC="30976/60.6%"; freeRamMB=3253; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Sat, 26 Dec 2015 11:07:31 GMT"; version="4.50.14617.0"; wsetKB=55944]
2015-12-26T11:07:31.8812253Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2015-12-26T11:11:26.6325059Z	Type=Information     	ID=29904   	[esdxgateway]. Configuration changes detected.
2015-12-26T11:11:26.6472254Z	Type=Stop            	ID=29906   	[esdxgateway]. All modules stopped.
2015-12-26T11:11:26.6795060Z	Type=Information     	ID=29905   	[esdxgateway]. Re-initializing service
2015-12-26T11:11:28.1168439Z	Type=Start           	ID=29902   	[esdxgateway] started. Details: [ 
2015-12-26T11:11:28.1168439Z	Type=Start           	ID=29902   	  GatewayWebService => disabled 
2015-12-26T11:11:28.1168439Z	Type=Start           	ID=29902   	  GatewayListener (4.50.14617.0) => started 
2015-12-26T11:11:28.1168439Z	Type=Start           	ID=29902   	  GatewayScheduler (4.50.14617.0) => started 
2015-12-26T11:11:28.1168439Z	Type=Start           	ID=29902   	]
2015-12-26T11:11:29.7418440Z	Type=Stop            	ID=29906   	[esdxgateway]. All modules stopped.
2015-12-26T11:11:36.4290225Z	Type=Start           	ID=29902   	[esdxgateway] started. Details: [ 
2015-12-26T11:11:36.4290225Z	Type=Start           	ID=29902   	  GatewayWebService => disabled 
2015-12-26T11:11:36.4290225Z	Type=Start           	ID=29902   	  GatewayListener (4.50.14617.0) => started 
2015-12-26T11:11:36.4290225Z	Type=Start           	ID=29902   	  GatewayScheduler (4.50.14617.0) => started 
2015-12-26T11:11:36.4290225Z	Type=Start           	ID=29902   	]
